S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
9718,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1768000,-,1518,Strata,06 to 10,1165,Jan-18
9719,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1738000,-,1346,Strata,26 to 30,1292,Jan-18
9720,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1738000,-,1518,Strata,06 to 10,1145,Jan-18
9721,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,2110000,-,1787,Strata,06 to 10,1181,Jan-18
9722,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1674000,-,1346,Strata,21 to 25,1244,Jan-18
9723,ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Sub Sale,1,845000,-,474,Strata,01 to 05,1784,Jan-18
9724,THE NEXUS,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1800000,-,1195,Strata,06 to 10,1507,Jan-18
9725,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2354250,-,1152,Strata,26 to 30,2044,Jan-18
9726,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2113750,-,1227,Strata,01 to 05,1723,Jan-18
9727,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2387500,-,1227,Strata,01 to 05,1946,Jan-18
9728,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2046250,-,1206,Strata,01 to 05,1697,Jan-18
9729,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,1880000,-,1130,Strata,01 to 05,1663,Jan-18
9730,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2383500,-,1152,Strata,31 to 35,2069,Jan-18
9731,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1321000,-,775,Strata,21 to 25,1704,Jan-18
9732,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1389000,-,775,Strata,21 to 25,1792,Jan-18
9733,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1393000,-,807,Strata,21 to 25,1726,Jan-18
9734,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1460000,-,883,Strata,06 to 10,1654,Jan-18
9735,REGENT PARK,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 1993,Resale,1,800000,-,807,Strata,01 to 05,991,Jan-18
9736,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1795000,-,1055,Strata,31 to 35,1702,Jan-18
9737,CARABELLE,WEST COAST WAY,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1220000,-,947,Strata,11 to 15,1288,Jan-18
9738,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2205240,-,1152,Strata,01 to 05,1915,Jan-18
9739,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,2486000,-,1507,Strata,36 to 40,1650,Jan-18
9740,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1484000,-,861,Strata,26 to 30,1723,Jan-18
9741,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2159400,-,1410,Strata,06 to 10,1531,Jan-18
9742,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2046250,-,1152,Strata,01 to 05,1777,Jan-18
9743,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2046250,-,1130,Strata,01 to 05,1810,Jan-18
9744,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1599000,-,936,Strata,31 to 35,1707,Jan-18
9745,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,New Sale,1,1668000,-,1109,Strata,36 to 40,1504,Jan-18
9746,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1513000,-,861,Strata,31 to 35,1757,Jan-18
9747,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1528000,-,1152,Strata,31 to 35,1327,Jan-18
9748,CARABELLE,WEST COAST WAY,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1180000,-,947,Strata,06 to 10,1246,Jan-18
9749,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1458000,-,893,Strata,01 to 05,1632,Jan-18
9750,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2400000,-,1227,Strata,01 to 05,1956,Jan-18
9751,GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,5781820,-,1981,Strata,06 to 10,2919,Jan-18
9752,THE NASSIM,NASSIM HILL,Condominium,10,CCR,Freehold,Resale,1,6777000,-,1927,Strata,01 to 05,3517,Jan-18
9753,TERRENE AT BUKIT TIMAH,JALAN JURONG KECHIL,Condominium,21,RCR,999 yrs lease commencing from 1885,Resale,1,1500000,-,1184,Strata,01 to 05,1267,Jan-18
9754,ROBIN REGALIA,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,1540000,-,883,Strata,06 to 10,1745,Jan-18
9755,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,1890000,-,1798,Strata,01 to 05,1051,Jan-18
9756,THE NASSIM,NASSIM HILL,Condominium,10,CCR,Freehold,Resale,1,19600000,-,7061,Strata,01 to 05,2776,Jan-18
9757,HOLT RESIDENCES,HOLT ROAD,Apartment,10,CCR,Freehold,Resale,1,3200000,-,2056,Strata,06 to 10,1556,Jan-18
9758,GRAMERCY PARK,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,4230400,-,1281,Strata,16 to 20,3303,Jan-18
9759,PARK WEST,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 1982,Resale,436,840888888,-,629263,Strata,01 to 05,1336,Jan-18
9760,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1336000,-,1152,Strata,11 to 15,1160,Jan-18
9761,THE ORANGE GROVE,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,Resale,1,6550000,-,3488,Strata,01 to 05,1878,Jan-18
9762,SOUTHAVEN II,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1168000,-,1119,Strata,06 to 10,1043,Jan-18
9763,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1395000,-,775,Strata,26 to 30,1800,Jan-18
9764,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1673000,-,936,Strata,36 to 40,1786,Jan-18
9765,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2613000,-,1453,Strata,06 to 10,1798,Jan-18
9766,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,Resale,1,5660000,-,3261,Strata,01 to 05,1735,Jan-18
9767,CASABELLA,DUCHESS AVENUE,Condominium,10,CCR,Freehold,Resale,1,2825000,-,1776,Strata,01 to 05,1591,Jan-18
9768,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1475000,-,1238,Strata,01 to 05,1192,Jan-18
9769,BELLERIVE,KENG CHIN ROAD,Apartment,10,CCR,Freehold,Resale,1,1710000,-,1001,Strata,11 to 15,1708,Jan-18
9770,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,910000,-,926,Strata,06 to 10,983,Jan-18
9771,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2700000,-,1292,Strata,26 to 30,2090,Jan-18
9772,THE LADYHILL,LADY HILL ROAD,Condominium,10,CCR,Freehold,Resale,1,7010000,-,3843,Strata,01 to 05,1824,Jan-18
9773,THE HORIZON,HOLT ROAD,Condominium,10,CCR,Freehold,Resale,1,2690000,-,1722,Strata,06 to 10,1562,Jan-18
9774,REGENT PARK,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 1993,Resale,1,900000,-,915,Strata,06 to 10,984,Jan-18
9775,VENTUNO BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,Resale,1,3500000,-,2433,Strata,11 to 15,1439,Jan-18
9776,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,1470000,-,990,Strata,01 to 05,1484,Jan-18
9777,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1800000,-,1894,Strata,01 to 05,950,Jan-18
9778,GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,8000000,-,2852,Strata,16 to 20,2805,Jan-18
9779,CHARISMA VIEW,JALAN JURONG KECHIL,Apartment,21,RCR,Freehold,Resale,1,1080000,-,1066,Strata,01 to 05,1013,Jan-18
9780,BUKIT REGENCY,UPPER BUKIT TIMAH VIEW,Condominium,21,RCR,Freehold,Resale,1,1038000,-,1055,Strata,01 to 05,984,Jan-18
9781,PASIR PANJANG COURT,PASIR PANJANG CLOSE,Apartment,5,RCR,Freehold,Resale,1,1635000,-,1346,Strata,01 to 05,1215,Jan-18
9782,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,1380000,-,775,Strata,01 to 05,1781,Jan-18
9783,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,6840000,-,3746,Strata,11 to 15,1826,Jan-18
9784,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2380000,-,1765,Strata,06 to 10,1348,Jan-18
9785,RIVER VALLEY APARTMENTS,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,1500000,-,1163,Strata,01 to 05,1290,Jan-18
9786,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,5400000,-,3175,Strata,06 to 10,1701,Jan-18
9787,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1773000,-,1055,Strata,26 to 30,1681,Jan-18
9788,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1588000,-,1346,Strata,06 to 10,1180,Jan-18
9789,THE NASSIM,NASSIM HILL,Condominium,10,CCR,Freehold,Resale,1,10300000,-,3122,Strata,01 to 05,3300,Jan-18
9790,THE BERTH BY THE COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2004,Resale,1,3350000,-,3089,Strata,06 to 10,1084,Jan-18
9791,GARDENVISTA,DUNEARN ROAD,Condominium,21,RCR,99 yrs lease commencing from 1999,Resale,1,1470000,-,1109,Strata,06 to 10,1326,Jan-18
9792,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2150000,-,1335,Strata,01 to 05,1611,Jan-18
9793,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1930000,-,1475,Strata,16 to 20,1309,Jan-18
9794,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1599600,-,829,Strata,26 to 30,1930,Jan-18
9795,JAYA TOWER,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,3350000,-,2142,Strata,01 to 05,1564,Jan-18
9796,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1150000,-,840,Strata,06 to 10,1370,Jan-18
9797,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,Resale,1,1665000,-,990,Strata,06 to 10,1681,Jan-18
9798,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,New Sale,1,869559,-,474,Strata,01 to 05,1836,Jan-18
9799,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,New Sale,1,1689000,-,1109,Strata,36 to 40,1523,Jan-18
9800,THE ASANA,QUEEN'S ROAD,Apartment,10,CCR,Freehold,New Sale,1,1511000,-,570,Strata,01 to 05,2649,Jan-18
9801,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1682000,-,1346,Strata,21 to 25,1250,Jan-18
9802,PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,Freehold,Resale,1,2800000,-,3089,Strata,01 to 05,906,Jan-18
9803,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2587500,-,1292,Strata,26 to 30,2003,Jan-18
9804,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2625000,-,1292,Strata,26 to 30,2032,Jan-18
9805,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2245000,-,1227,Strata,01 to 05,1830,Jan-18
9806,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,811000,-,603,Strata,16 to 20,1345,Jan-18
9807,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2301750,-,1152,Strata,26 to 30,1998,Jan-18
9808,BUKIT REGENCY,UPPER BUKIT TIMAH VIEW,Condominium,21,RCR,Freehold,Resale,1,1488889,-,1399,Strata,01 to 05,1064,Jan-18
9809,AVALON,ANDERSON ROAD,Condominium,10,CCR,Freehold,Resale,1,3930000,-,2239,Strata,06 to 10,1755,Jan-18
9810,HIGH OAK CONDOMINIUM,TOH TUCK ROAD,Condominium,21,RCR,99 yrs lease commencing from 1996,Resale,1,1060000,-,1216,Strata,01 to 05,871,Jan-18
9811,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2362500,-,1292,Strata,01 to 05,1829,Jan-18
9812,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,New Sale,1,2662500,-,1292,Strata,26 to 30,2061,Jan-18
9813,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,Resale,1,6682820,-,2260,Strata,16 to 20,2956,Jan-18
9814,THE TOMLINSON,CUSCADEN ROAD,Apartment,10,CCR,Freehold,Resale,1,4850000,-,2347,Strata,01 to 05,2067,Jan-18
9815,ORCHARD BEL AIR,ORCHARD BOULEVARD,Condominium,10,CCR,99 yrs lease commencing from 1980,Resale,1,4300000,-,3208,Strata,11 to 15,1341,Jan-18
9816,LE HILL CONDOMINIUM,PASIR PANJANG HILL,Condominium,5,RCR,Freehold,Resale,1,1070000,-,1012,Strata,01 to 05,1058,Jan-18
9817,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1390000,-,1152,Strata,01 to 05,1207,Jan-18
9818,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,8000000,-,2928,Strata,01 to 05,2732,Jan-18
9819,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1930000,-,1012,Strata,16 to 20,1907,Jan-18
9820,THE TOMLINSON,CUSCADEN ROAD,Apartment,10,CCR,Freehold,Resale,1,5200000,-,2347,Strata,11 to 15,2216,Jan-18
9821,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1418000,1413000,764,Strata,21 to 25,1849,Jan-18
9822,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,3000000,-,1733,Strata,01 to 05,1731,Jan-18
9823,BUKIT REGENCY,UPPER BUKIT TIMAH VIEW,Condominium,21,RCR,Freehold,Resale,1,1450000,-,1432,Strata,01 to 05,1013,Jan-18
9824,BANYAN CONDOMINIUM,CHWEE CHIAN ROAD,Condominium,5,RCR,Freehold,Resale,1,1250000,-,1119,Strata,01 to 05,1117,Jan-18
9825,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1947500,-,1044,Strata,31 to 35,1865,Jan-18
9826,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,New Sale,1,1466000,-,1109,Strata,26 to 30,1322,Jan-18
9827,PARC PALAIS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1480000,-,1485,Strata,01 to 05,996,Jan-18
9828,LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,15660100,-,3821,Strata,26 to 30,4098,Jan-18
9829,RESIDENTIAL APARTMENTS,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,Resale,1,3080000,-,1507,Strata,01 to 05,2044,Jan-18
9830,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1850000,-,1216,Strata,06 to 10,1521,Jan-18
9831,PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,Freehold,Resale,1,1900000,-,1668,Strata,06 to 10,1139,Jan-18
9832,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,Resale,1,5660000,-,3261,Strata,01 to 05,1735,Jan-18
9833,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,6800000,-,5134,Strata,31 to 35,1324,Jan-18
9834,CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1100000,-,775,Strata,06 to 10,1419,Jan-18
9835,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1195000,-,1152,Strata,16 to 20,1038,Jan-18
9836,THE SIERRA,MOUNT SINAI DRIVE,Apartment,10,CCR,947 yrs lease commencing from 1937,Resale,1,1648000,-,1206,Strata,06 to 10,1367,Jan-18
9837,THE BEVERLY,TOH TUCK ROAD,Apartment,21,RCR,Freehold,Resale,1,2850000,-,3660,Strata,01 to 05,779,Jan-18
9838,VILLA AZURA,CHERRY AVENUE,Condominium,10,CCR,Freehold,Resale,1,1878000,-,1335,Strata,01 to 05,1407,Jan-18
9839,WHITEHAVEN,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,900000,-,538,Strata,01 to 05,1672,Jan-18
9840,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1141000,-,990,Strata,06 to 10,1152,Jan-18
9841,DORMER PARK,JERVOIS ROAD,Condominium,10,CCR,Freehold,Resale,1,2025000,-,1249,Strata,06 to 10,1622,Jan-18
9842,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1000000,-,969,Strata,06 to 10,1032,Jan-18
9843,ALESSANDREA,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,1418000,-,1001,Strata,06 to 10,1417,Jan-18
9844,KELLOCK LODGE,KELLOCK ROAD,Apartment,10,CCR,Freehold,Resale,1,1260000,-,893,Strata,06 to 10,1410,Jan-18
9845,LANDMARK TOWER,CHIN SWEE ROAD,Apartment,3,RCR,99 yrs lease commencing from 1980,Resale,1,1035000,-,1033,Strata,11 to 15,1002,Jan-18
9846,THE SOLITAIRE,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,3600000,-,2164,Strata,01 to 05,1664,Jan-18
9847,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1348000,-,1152,Strata,16 to 20,1170,Jan-18
9848,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2488000,-,1216,Strata,01 to 05,2045,Jan-18
9849,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,New Sale,1,1462000,-,990,Strata,26 to 30,1476,Jan-18
9850,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1580000,-,1399,Strata,06 to 10,1129,Jan-18
9851,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,5200000,-,2831,Strata,01 to 05,1837,Jan-18
9852,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,883000,-,710,Strata,11 to 15,1243,Dec-17
9853,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1373000,-,1152,Strata,16 to 20,1192,Dec-17
9854,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,New Sale,1,1765935,1670000,980,Strata,01 to 05,1705,Dec-17
9855,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1588000,-,861,Strata,36 to 40,1844,Dec-17
9856,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1064280,-,904,Strata,11 to 15,1177,Dec-17
9857,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1397000,-,1152,Strata,21 to 25,1213,Dec-17
9858,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1152000,-,904,Strata,26 to 30,1274,Dec-17
9859,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,816000,-,603,Strata,31 to 35,1354,Dec-17
9860,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,610000,-,463,Strata,31 to 35,1318,Dec-17
9861,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1299000,-,1152,Strata,06 to 10,1128,Dec-17
9862,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,755000,-,603,Strata,06 to 10,1253,Dec-17
9863,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1067220,-,904,Strata,06 to 10,1180,Dec-17
9864,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,763000,-,603,Strata,16 to 20,1266,Dec-17
9865,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1288700,-,1184,Strata,01 to 05,1088,Dec-17
9866,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1325000,-,1184,Strata,01 to 05,1119,Dec-17
9867,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1093000,-,904,Strata,11 to 15,1209,Dec-17
9868,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1202460,-,990,Strata,21 to 25,1214,Dec-17
9869,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1330000,-,807,Strata,11 to 15,1647,Dec-17
9870,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1487000,-,1184,Strata,26 to 30,1256,Dec-17
9871,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1318000,-,807,Strata,11 to 15,1633,Dec-17
9872,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,980000,-,936,Strata,01 to 05,1046,Dec-17
9873,LE HILL CONDOMINIUM,PASIR PANJANG HILL,Condominium,5,RCR,Freehold,Resale,1,1060888,-,990,Strata,01 to 05,1071,Dec-17
9874,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1491505,-,1184,Strata,26 to 30,1260,Dec-17
9875,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1315000,-,775,Strata,16 to 20,1697,Dec-17
9876,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1681000,-,1001,Strata,26 to 30,1679,Dec-17
9877,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1418000,-,850,Strata,26 to 30,1668,Dec-17
9878,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,2200000,-,1744,Strata,01 to 05,1262,Dec-17
9879,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,860000,-,592,Strata,01 to 05,1453,Dec-17
9880,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1775070,-,1001,Strata,36 to 40,1773,Dec-17
9881,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1560000,-,1184,Strata,36 to 40,1318,Dec-17
9882,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,New Sale,1,1415000,1410000,764,Strata,21 to 25,1845,Dec-17
9883,THE PRINCETON,EWE BOON ROAD,Apartment,10,CCR,Freehold,Resale,1,1265000,-,861,Strata,06 to 10,1469,Dec-17
9884,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,New Sale,1,1100000,-,904,Strata,11 to 15,1217,Dec-17
