S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2000000,-,1055,Strata,36 to 40,1896,Feb-20
2,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1624000,-,1044,Strata,01 to 05,1555,Feb-20
3,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1118000,-,721,Strata,01 to 05,1550,Feb-20
4,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1694000,-,1076,Strata,01 to 05,1574,Feb-20
5,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1418000,-,775,Strata,01 to 05,1830,Feb-20
6,MAYFAIR MODERN,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,2205423,-,1044,Strata,01 to 05,2112,Feb-20
7,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2153354,-,1184,Strata,26 to 30,1819,Feb-20
8,LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,16800000,-,3940,Strata,21 to 25,4264,Feb-20
9,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1200000,-,1184,Strata,01 to 05,1013,Feb-20
10,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1220000,-,786,Strata,41 to 45,1553,Feb-20
11,THE NASSIM,NASSIM HILL,Condominium,10,CCR,Freehold,Resale,1,15100000,-,5307,Strata,01 to 05,2845,Feb-20
12,THE ENCLAVE . HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,New Sale,1,1562000,-,721,Strata,01 to 05,2166,Feb-20
13,THE ENCLAVE . HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,New Sale,1,1500000,-,657,Strata,01 to 05,2284,Feb-20
14,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,825000,-,474,Strata,01 to 05,1742,Feb-20
15,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,2162000,-,1292,Strata,16 to 20,1674,Feb-20
16,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,2050000,-,1389,Strata,16 to 20,1476,Feb-20
17,CUSCADEN RESIDENCES,CUSCADEN ROAD,Condominium,10,CCR,Freehold,Resale,1,3438000,-,1453,Strata,11 to 15,2366,Feb-20
18,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1422000,-,689,Strata,26 to 30,2064,Feb-20
19,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2020400,-,1044,Strata,31 to 35,1935,Feb-20
20,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,4950000,-,2110,Strata,06 to 10,2346,Feb-20
21,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1830000,-,1206,Strata,21 to 25,1518,Feb-20
22,NOUVEL 18,ANDERSON ROAD,Condominium,10,CCR,Freehold,Resale,1,4528000,-,1335,Strata,21 to 25,3392,Feb-20
23,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1673900,-,786,Strata,36 to 40,2130,Feb-20
24,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1316000,-,689,Strata,21 to 25,1910,Feb-20
25,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2142400,-,1044,Strata,36 to 40,2052,Feb-20
26,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,5380000,-,3079,Strata,21 to 25,1748,Feb-20
27,HUNDRED TREES,WEST COAST DRIVE,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1200000,-,915,Strata,01 to 05,1312,Feb-20
28,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2179500,-,1119,Strata,36 to 40,1947,Feb-20
29,HUNDRED TREES,WEST COAST DRIVE,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1035000,-,786,Strata,11 to 15,1317,Feb-20
30,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1194740,-,764,Strata,31 to 35,1563,Feb-20
31,TWIN VEW,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2017,New Sale,1,1650000,-,1066,Strata,31 to 35,1548,Feb-20
32,FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1166000,-,495,Strata,01 to 05,2355,Feb-20
33,RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1688000,-,1259,Strata,06 to 10,1340,Feb-20
34,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,1746000,-,936,Strata,41 to 45,1864,Feb-20
35,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1319000,-,732,Strata,01 to 05,1802,Feb-20
36,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1268000,-,635,Strata,16 to 20,1997,Feb-20
37,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1380000,-,1163,Strata,06 to 10,1187,Feb-20
38,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1314000,-,786,Strata,01 to 05,1672,Feb-20
39,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1432729,1411513,484,Strata,21 to 25,2914,Feb-20
40,MAYFAIR GARDENS,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1540000,-,753,Strata,01 to 05,2044,Feb-20
41,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1163000,-,710,Strata,11 to 15,1637,Feb-20
42,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1091000,-,689,Strata,06 to 10,1584,Feb-20
43,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,3785500,-,1356,Strata,06 to 10,2791,Feb-20
44,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1721000,-,947,Strata,06 to 10,1817,Feb-20
45,MAYFAIR MODERN,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1813000,-,969,Strata,06 to 10,1871,Feb-20
46,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1067000,-,689,Strata,11 to 15,1549,Feb-20
47,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1445000,-,732,Strata,16 to 20,1974,Feb-20
48,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1736760,-,1270,Strata,21 to 25,1367,Feb-20
49,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1900000,-,1055,Strata,11 to 15,1801,Feb-20
50,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1731840,-,1270,Strata,21 to 25,1363,Feb-20
51,DAINTREE RESIDENCE,TOH TUCK ROAD,Condominium,21,RCR,99 yrs lease commencing from 2017,New Sale,1,1253240,-,775,Strata,01 to 05,1617,Feb-20
52,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2190000,-,1119,Strata,36 to 40,1956,Feb-20
53,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1780000,-,1507,Strata,11 to 15,1181,Jan-20
54,KASTURINA LODGE,KAY POH ROAD,Apartment,10,CCR,Freehold,Resale,1,1270000,-,753,Strata,06 to 10,1686,Jan-20
55,KUM HING COURT,TOMLINSON ROAD,Apartment,10,CCR,Freehold,Resale,1,3360000,-,1625,Strata,11 to 15,2067,Jan-20
56,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1746600,-,829,Strata,41 to 45,2107,Jan-20
57,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2041700,-,1044,Strata,31 to 35,1955,Jan-20
58,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,1260000,-,861,Strata,11 to 15,1463,Jan-20
59,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,820000,-,506,Strata,06 to 10,1621,Jan-20
60,MARINA COLLECTION,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,3000000,-,2185,Strata,01 to 05,1373,Jan-20
61,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1535000,-,883,Strata,01 to 05,1739,Jan-20
62,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1005000,-,592,Strata,01 to 05,1698,Jan-20
63,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1347000,-,807,Strata,01 to 05,1669,Jan-20
64,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1950000,-,1421,Strata,01 to 05,1372,Jan-20
65,PALM GREEN,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1330000,-,1259,Strata,01 to 05,1056,Jan-20
66,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1560000,-,1184,Strata,11 to 15,1318,Jan-20
67,LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,17200000,-,3843,Strata,26 to 30,4476,Jan-20
68,LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,15800000,-,3821,Strata,26 to 30,4135,Jan-20
69,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2116000,-,1119,Strata,31 to 35,1890,Jan-20
70,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2528000,-,1109,Strata,46 to 50,2280,Jan-20
71,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,2477000,-,1507,Strata,26 to 30,1644,Jan-20
72,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,2577000,-,1507,Strata,36 to 40,1710,Jan-20
73,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1760000,-,1346,Strata,06 to 10,1308,Jan-20
74,ROBIN REGALIA,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,1598000,-,883,Strata,06 to 10,1810,Jan-20
75,ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,1747000,-,635,Strata,01 to 05,2751,Jan-20
76,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1126680,-,764,Strata,16 to 20,1474,Jan-20
77,ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2860000,-,1066,Strata,01 to 05,2684,Jan-20
78,SOUTHAVEN II,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1800000,-,1539,Strata,06 to 10,1169,Jan-20
79,THE FORD @ HOLLAND,FORD AVENUE,Condominium,10,CCR,Freehold,Resale,1,2120000,-,1141,Strata,01 to 05,1858,Jan-20
80,HIGH OAK CONDOMINIUM,TOH TUCK ROAD,Condominium,21,RCR,99 yrs lease commencing from 1996,Resale,1,1220000,-,1195,Strata,01 to 05,1021,Jan-20
81,DRAYCOTT EIGHT,DRAYCOTT PARK,Condominium,10,CCR,99 yrs lease commencing from 1997,Resale,1,5600000,-,2896,Strata,16 to 20,1934,Jan-20
82,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1490000,-,1163,Strata,06 to 10,1282,Jan-20
83,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1417000,-,775,Strata,01 to 05,1828,Jan-20
84,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1350000,-,786,Strata,16 to 20,1718,Jan-20
85,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1650000,-,1755,Strata,01 to 05,940,Jan-20
86,LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,18213450,-,4187,Strata,11 to 15,4350,Jan-20
87,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1322000,-,657,Strata,16 to 20,2013,Jan-20
88,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2788800,-,1862,Strata,16 to 20,1498,Jan-20
89,VAN HOLLAND,HOLLAND ROAD,Condominium,10,CCR,Freehold,New Sale,1,2869000,-,1001,Strata,01 to 05,2866,Jan-20
90,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,Condominium,21,OCR,Freehold,Resale,1,1668000,-,1313,Strata,06 to 10,1270,Jan-20
91,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1264000,-,710,Strata,01 to 05,1779,Jan-20
92,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1613000,-,893,Strata,01 to 05,1805,Jan-20
93,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1147000,-,689,Strata,01 to 05,1665,Jan-20
94,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1290000,-,667,Strata,16 to 20,1933,Jan-20
95,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1533000,-,883,Strata,01 to 05,1737,Jan-20
96,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1150000,-,721,Strata,11 to 15,1595,Jan-20
97,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1051000,-,689,Strata,06 to 10,1526,Jan-20
98,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1011000,-,506,Strata,26 to 30,1998,Jan-20
99,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1132000,-,689,Strata,16 to 20,1643,Jan-20
100,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1211000,-,732,Strata,16 to 20,1654,Jan-20
101,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1200000,-,657,Strata,01 to 05,1828,Jan-20
102,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2168800,-,1119,Strata,31 to 35,1937,Jan-20
103,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1569000,-,657,Strata,36 to 40,2390,Jan-20
104,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1070000,-,689,Strata,11 to 15,1553,Jan-20
105,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1219000,-,657,Strata,26 to 30,1857,Jan-20
106,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1304721,-,657,Strata,36 to 40,1987,Jan-20
107,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1822000,-,1055,Strata,01 to 05,1727,Jan-20
108,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,4180800,-,1496,Strata,06 to 10,2794,Jan-20
109,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,2667961,2657069,1098,Strata,01 to 05,2420,Jan-20
110,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1530000,-,883,Strata,01 to 05,1733,Jan-20
111,HOLLAND COURT,HOLLAND ROAD,Apartment,10,CCR,Freehold,Resale,1,2980000,-,1948,Strata,01 to 05,1530,Jan-20
112,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1682400,-,786,Strata,41 to 45,2141,Jan-20
113,AVALON,ANDERSON ROAD,Condominium,10,CCR,Freehold,Resale,1,2180000,-,1163,Strata,06 to 10,1875,Jan-20
114,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1250000,-,1163,Strata,11 to 15,1075,Jan-20
115,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1738000,-,689,Strata,01 to 05,2523,Jan-20
116,THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,Condominium,3,RCR,Freehold,Resale,1,2450000,-,1281,Strata,31 to 35,1913,Jan-20
117,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1155000,-,710,Strata,06 to 10,1626,Jan-20
118,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1153000,-,710,Strata,06 to 10,1623,Jan-20
119,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1133000,-,710,Strata,01 to 05,1595,Jan-20
120,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1109000,-,689,Strata,01 to 05,1610,Jan-20
121,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1112000,-,689,Strata,01 to 05,1614,Jan-20
122,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1387000,-,915,Strata,06 to 10,1516,Jan-20
123,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1697000,-,1076,Strata,06 to 10,1577,Jan-20
124,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,2020000,-,990,Strata,06 to 10,2040,Jan-20
125,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3500000,-,2207,Strata,26 to 30,1586,Jan-20
126,ROYALGREEN,ANAMALAI AVENUE,Condominium,10,CCR,Freehold,New Sale,1,2863000,-,1076,Strata,01 to 05,2660,Jan-20
127,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2912300,-,1044,Strata,06 to 10,2789,Jan-20
128,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,1925500,-,700,Strata,01 to 05,2752,Jan-20
129,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1300959,-,657,Strata,36 to 40,1981,Jan-20
130,MAYFAIR GARDENS,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1130580,-,570,Strata,01 to 05,1982,Jan-20
131,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1500000,-,893,Strata,01 to 05,1679,Jan-20
132,WEST BAY CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1991,Resale,1,998000,-,1346,Strata,01 to 05,742,Jan-20
133,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1767100,-,1270,Strata,26 to 30,1391,Jan-20
134,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,Resale,1,2800000,-,1841,Strata,01 to 05,1521,Jan-20
135,SUITES DE LAUREL,JALAN ANAK BUKIT,Apartment,21,RCR,999 yrs lease commencing from 1885,Resale,1,1180000,-,1302,Strata,01 to 05,906,Jan-20
136,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1208888,-,872,Strata,11 to 15,1387,Jan-20
137,THE BOULEVARD RESIDENCE,CUSCADEN WALK,Apartment,10,CCR,Freehold,Resale,1,4780000,-,2034,Strata,16 to 20,2350,Jan-20
138,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1295000,-,527,Strata,16 to 20,2455,Jan-20
139,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1050000,-,635,Strata,16 to 20,1653,Jan-20
140,ISLAND VIEW,JALAN MAT JAMBOL,Condominium,5,RCR,Freehold,Resale,1,4300000,-,3595,Strata,01 to 05,1196,Jan-20
141,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,2105900,-,1044,Strata,36 to 40,2017,Jan-20
142,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,1836000,-,1701,Strata,01 to 05,1080,Jan-20
143,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,Resale,1,900000,-,495,Strata,01 to 05,1818,Jan-20
144,LEEDON GREEN,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,New Sale,1,2285400,-,818,Strata,06 to 10,2794,Jan-20
145,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,Resale,1,1450000,-,861,Strata,11 to 15,1684,Jan-20
146,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1123400,-,764,Strata,16 to 20,1470,Jan-20
147,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1721180,-,1270,Strata,16 to 20,1355,Jan-20
148,PARKSUITES,HOLLAND GROVE ROAD,Apartment,10,CCR,110 Yrs From 01/11/2017,New Sale,1,2850000,-,1421,Strata,01 to 05,2006,Jan-20
149,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,2031748,2022764,797,Strata,01 to 05,2539,Jan-20
150,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1449280,1431899,484,Strata,21 to 25,2956,Jan-20
151,STEVENS LOFT,STEVENS DRIVE,Apartment,10,CCR,Freehold,Resale,1,1480000,-,1227,Strata,01 to 05,1206,Jan-20
152,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2920300,-,1776,Strata,01 to 05,1644,Jan-20
153,POLLEN & BLEU,FARRER DRIVE,Condominium,10,CCR,99 yrs lease commencing from 2012,Resale,1,2200000,-,1141,Strata,01 to 05,1928,Jan-20
154,ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1373780,1364023,484,Strata,16 to 20,2816,Jan-20
155,FOURTH AVENUE RESIDENCES,FOURTH AVENUE,Apartment,10,CCR,99 yrs lease commencing from 2018,New Sale,1,1631000,-,710,Strata,01 to 05,2296,Jan-20
156,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1768100,-,829,Strata,41 to 45,2133,Jan-20
157,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1185000,-,527,Strata,26 to 30,2247,Jan-20
158,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1077000,-,527,Strata,21 to 25,2042,Jan-20
159,BISHOPSGATE RESIDENCES,BISHOPSGATE,Condominium,10,CCR,Freehold,Resale,1,11200000,-,3068,Strata,01 to 05,3651,Jan-20
160,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,3688000,-,2228,Strata,01 to 05,1655,Jan-20
161,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3396250,-,1830,Strata,06 to 10,1856,Jan-20
162,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2128854,-,1184,Strata,26 to 30,1798,Jan-20
163,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1210000,-,710,Strata,01 to 05,1703,Jan-20
164,WEST BAY CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1991,Resale,1,768000,-,893,Strata,01 to 05,860,Jan-20
165,THE ASTON,KAY POH ROAD,Apartment,10,CCR,Freehold,Resale,1,1000000,-,657,Strata,06 to 10,1523,Jan-20
